Version 1.2 - 2015 Thermoelectric Water Use Model Estimates,,,,,,,,,,,,,,,,,,,
Data release:  https://www.sciencebase.gov/catalog/item/5f63be9a82ce38aaa23b0739,,,,,,,,,,,,,,,,,,,
EIA_PLANT_ID,PLANT_NAME,COUNTY,STATE,NAME_OF_WATER_SOURCE,LATITUDE,LONGITUDE,ELEVATION,COMID,COOLING_TYPE,GENERATION_TYPE,WATER_SOURCE_CODE,WATER_TYPE_CODE,WITHDRAWAL,CONSUMPTION,MIN_WITHDRAWAL,MAX_WITHDRAWAL,MIN_CONSUMPTION,MAX_CONSUMPTION,NET_GENERATION
6243,Dansby,Brazos,TX,Lake Bryan,30.72148076,-96.46094236,350,5557166,RECIRCULATING POND,GAS STEAM,SW,FR,0,0,0,0,0,0,"93,702"
6248,Pawnee,Morgan,CO,wells,40.21965514,-103.6787784,4313,215051,RECIRCULATING TOWER,COAL,SW,FR,6.15,4.39,3.88,11.4,4.2,4.85,"3,427,166"
6249,Winyah,Georgetown,SC,Wadmacon Creek,33.33004797,-79.35847701,20,11565228,COMPLEX,COAL,SW,FR,5.68,4.56,2.57,7.42,1.25,5.58,"3,910,602"
6250,Mayo,Person,NC,Mayo Lake (Mayo Creek),36.52738852,-78.89089485,530,8693565,RECIRCULATING TOWER,COAL,SW,FR,4.96,3.54,3.19,8.98,3.45,3.81,"2,902,484"
6251,South Texas Project,Matagorda,TX,Colorado River,28.79479307,-96.04882798,72,9355856,RECIRCULATING POND,NUCLEAR,SW,FR,25.4,25.4,20,30.7,20,30.7,"19,400,553"
6254,Ottumwa,Wapello,IA,Des Moines River,41.0968226,-92.55514979,700,4994571,RECIRCULATING TOWER,COAL,SW,FR,6.34,4.53,4.06,11.3,4.4,4.8,"3,855,966"
6257,Scherer,Monroe,GA,Lake Juliette,33.05980236,-83.80785478,500,6336046,RECIRCULATING TOWER,COAL,SW,FR,33.3,23.8,21.7,59,23.5,25,"16,989,297"
6264,Mountaineer,Mason,WV,Ohio River,38.97859714,-81.93515859,590,19441555,RECIRCULATING TOWER,COAL,SW,FR,12.4,8.88,7.89,22.2,8.56,9.43,"7,463,219"
6285,North Pole,Fairbanks North Star,AK,-NR-,64.73516305,-147.3506113,496,-999,RECIRCULATING TOWER,OIL CC,-nr-,-nr-,0.25,0.18,0.16,0.45,0.18,0.19,"287,679"
6288,Healy,Denali,AK,Nenana River,63.85507657,-148.9506524,1275,-999,ONCE-THROUGH FRESH,COAL,SW,-nr-,31.3,0.26,14.1,240,0.2,0.31,"247,708"
6358,Hutchinson Plant #2,McLeod,MN,Municipal,44.88881356,-94.34953809,1072,2354978,RECIRCULATING TOWER,NGCC,-nr-,-nr-,0.01,0.01,0.01,0.03,0.01,0.01,"9,430"
6462,River Bend,West Feliciana,LA,Mississippi River,30.75667228,-91.33276164,105,19053632,RECIRCULATING TOWER,NUCLEAR,SW,FR,17.4,12.4,11.4,30.7,12.3,13,"6,915,995"
6469,Antelope Valley,Mercer,ND,Lake Sakakawea,47.37145786,-101.8363045,1920,16248553,RECIRCULATING TOWER,COAL,SW,FR,11.2,8.01,7.12,20.6,7.72,8.73,"6,662,529"
6474,Port Allen (HI),Kauai,HI,Pacific Ocean,21.89983717,-159.5857886,0,21569516,ONCE-THROUGH SALINE,OIL,SW,SA,0.44,0,0.34,0.86,0,0,"2,032"
6481,Intermountain Power Project,Millard,UT,DMAD Reservoir,39.51147801,-112.5820091,4700,1197680,RECIRCULATING TOWER,COAL,SW,FR,19.2,13.7,12,37,13,15.7,"10,860,909"
6504,Maalaea,Maui,HI,-NR-,20.80117,-156.492981,6,,RECIRCULATING TOWER,OIL CC,-nr-,-nr-,0.73,0.52,0.48,1.33,0.52,0.56,"563,785"
6558,D G Hunter,Rapides,LA,Wells,31.3209,-92.4619,84,15144060,RECIRCULATING TOWER,GAS STEAM,GW,FR,0,0,0,0,0,0,42
6559,George M Sullivan Generation Plant 2,Anchorage,AK,Municipality,61.22962595,-149.7175497,270,-999,RECIRCULATING TOWER,NGCC,-nr-,-nr-,0.68,0.49,0.44,1.23,0.47,0.52,"554,361"
6639,R D Green,Webster,KY,Green River,37.645877,-87.50030226,400,11617335,RECIRCULATING TOWER,COAL,SW,FR,5.16,3.69,3.32,9.21,3.6,3.9,"2,584,028"
6641,Independence Steam Electric Station,Independence,AR,White River,35.67780031,-91.40846965,240,11832620,RECIRCULATING TOWER,COAL,SW,FR,9.94,7.1,6.44,17.6,6.98,7.47,"5,184,267"
6648,Sandow No 4,Milam,TX,Lake Alcoa,30.56606233,-97.06359572,475,5566231,RECIRCULATING POND,COAL,SW,FR,5.45,5.45,4.54,6.35,4.54,6.35,"4,104,611"
6664,Louisa,Louisa,IA,Wells,41.31744395,-91.09331775,580,14806863,RECIRCULATING TOWER,COAL,GW,FR,6.74,4.81,4.33,11.9,4.69,5.05,"3,995,922"
6705,Warrick,Warrick,IN,Ohio River,37.915,-87.33277778,393,10110339,ONCE-THROUGH FRESH,COAL,SW,FR,458,5.66,206,3580,4.41,6.9,"5,491,581"
6761,Rawhide,Larimer,CO,Municipality,40.8602001,-105.0252926,5690,2898303,RECIRCULATING POND,COAL,PD,BE,2.4,2.4,2.06,2.75,2.06,2.75,"1,933,371"
6768,Sikeston Power Station,Scott,MO,Wells,36.8790231,-89.62093724,300,758572,RECIRCULATING TOWER,COAL,GW,FR,2.27,1.62,1.47,4.04,1.59,1.71,"1,299,004"
6772,Hugo,Choctaw,OK,Kiamichi River,34.0153838,-95.32062194,465,592548,RECIRCULATING TOWER,COAL,SW,FR,4.87,3.48,3.15,8.71,3.42,3.69,"2,477,354"
6823,D B Wilson,Ohio,KY,Green River,37.44880275,-87.07996026,387,11629529,RECIRCULATING TOWER,COAL,SW,FR,6.07,4.34,3.93,10.8,4.26,4.57,"3,250,811"
7013,East 12th Street,Cowley,KS,Municipality,37.23674764,-96.96300203,1178,21135927,RECIRCULATING TOWER,GAS STEAM,-nr-,-nr-,0.01,0.01,0.01,0.02,0.01,0.01,"3,986"
7030,Major Oak Power,Robertson,TX,Wells,31.09294104,-96.69577544,420,5555200,RECIRCULATING TOWER,COAL,GW,FR,5.06,3.61,3.29,9.03,3.56,3.82,"2,434,413"
7097,J K Spruce,Bexar,TX,San Antonio River,29.30888495,-98.32099163,490,10840882,ONCE-THROUGH FRESH,COAL,SW,FR,391,4.75,179,2870,3.71,5.8,"4,525,820"
7130,Puna,Hawaii,HI,Puna Well,19.63126865,-155.0309907,213,21600125,ONCE-THROUGH FRESH,OIL,SW,FR,0.61,0.01,0.28,4.86,0.01,0.01,"4,438"
7153,Hay Road,New Castle,DE,Delaware River,39.74371178,-75.5067862,15,24902756,RECIRCULATING TOWER,NGCC,SW,FR,3.93,2.8,2.54,6.98,2.75,2.96,"4,236,855"
7210,Cope,Orangeburg,SC,Wells,33.36501493,-81.03167842,173,10553480,RECIRCULATING TOWER,COAL,GW,SA,3.64,2.6,2.37,6.46,2.57,2.74,"2,199,703"
7213,Clover,Halifax,VA,Roanoke River,36.86958748,-78.70444982,380,8651552,RECIRCULATING TOWER,COAL,SW,FR,9.41,6.72,6.08,16.6,6.59,7.02,"5,484,916"
7238,Cane Island,Osceola,FL,Municipality,28.27607059,-81.53298386,73,21478164,RECIRCULATING TOWER,NGCC,PD,BE,3.17,2.26,2.07,5.57,2.25,2.36,"3,762,845"
7294,Central Energy Plant,Orange,FL,Municipality,28.42606272,-81.58028274,94,21477628,RECIRCULATING TOWER,NGCC,-nr-,-nr-,0.27,0.2,0.18,0.47,0.19,0.2,"262,794"
7296,State Line Combined Cycle,Jasper,MO,"Municipality, Wells",37.06624354,-94.61309468,990,7590547,RECIRCULATING TOWER,NGCC,GW,FR,1.36,0.97,0.87,2.42,0.95,1.03,"1,786,880"
7302,Hines Energy Complex,Polk,FL,Cooling Ponds,27.78911934,-81.8719806,164,16801587,RECIRCULATING POND,NGCC,SW,FR,5.32,5.32,4.05,6.59,4.05,6.59,"12,598,331"
7307,Redding Power,Shasta,CA,City Of Redding,40.50984038,-122.423798,523,2495214,RECIRCULATING TOWER,NGCC,-nr-,-nr-,0.32,0.23,0.21,0.62,0.22,0.26,"278,059"
7314,Richard M Flynn,Suffolk,NY,Wells,40.81692774,-73.06584061,99,9498328,RECIRCULATING TOWER,NGCC,GW,FR,0.9,0.64,0.57,1.63,0.62,0.69,"1,011,789"
7343,George Neal South,Woodbury,IA,Missouri River,42.30055556,-96.36166667,1074,17244416,ONCE-THROUGH FRESH,COAL,SW,FR,309,3.59,139,2400,2.8,4.38,"4,229,531"
7350,Coyote Springs,Morrow,OR,Wells,45.84861111,-119.6744444,281,24233028,RECIRCULATING TOWER,NGCC,GW,-nr-,1.27,0.91,0.8,2.42,0.87,1.02,"1,671,561"
7380,Midulla Generating Station,Hardee,FL,Wells,27.64102571,-81.9615358,127,16802033,RECIRCULATING POND,NGCC,OT,OT,0.94,0.94,0.69,1.19,0.69,1.19,"2,378,504"
7504,Neil Simpson II,Campbell,WY,Wells,44.28532631,-105.3835631,4422,10902255,RECIRCULATING TOWER,COAL,GW,-nr-,1.37,0.98,0.87,2.52,0.94,1.07,"602,999"
7512,Arthur Von Rosenberg,Bexar,TX,San Antonio River,29.25711404,-98.38428376,515,10840890,RECIRCULATING POND,NGCC,SW,FR,3.33,3.33,3.08,3.59,3.08,3.59,"2,743,265"
7513,ReEnergy Fort Fairfield,Aroostook,ME,Municipality,46.77280257,-67.84801905,444,803111,RECIRCULATING TOWER,BIOMASS,-nr-,-nr-,0.48,0.34,0.3,0.88,0.33,0.37,"236,284"
7527,Carson Ice-Gen Project,Sacramento,CA,Sacramento County Water,38.445701,-121.462681,18,15040683,RECIRCULATING TOWER,NGCC,-nr-,-nr-,0.48,0.34,0.31,0.9,0.33,0.38,"376,547"
7546,Ponca City,Kay,OK,Municipality,36.72072696,-97.08597133,1017,21001771,RECIRCULATING TOWER,NGCC,-nr-,-nr-,0.03,0.02,0.02,0.05,0.02,0.02,"19,642"
7549,Milwaukee County,Milwaukee,WI,Municipality,43.0462129,-88.02762027,738,12163876,RECIRCULATING TOWER,COMPLEX,-nr-,-nr-,0.33,0.24,0.21,0.59,0.23,0.25,"27,967"
7551,SCA Cogen 2,Sacramento,CA,Sacramento City Water,38.52926,-121.398391,43,15036527,RECIRCULATING TOWER,NGCC,-nr-,-nr-,0.84,0.6,0.54,1.58,0.59,0.67,"741,408"
7552,SPA Cogen 3,Sacramento,CA,Sacramento City Water,38.511101,-121.473924,23,15048349,RECIRCULATING TOWER,NGCC,-nr-,-nr-,0.96,0.69,0.61,1.8,0.67,0.76,"991,804"
7604,St Francis Energy Facility,Dunklin,MO,McNainy Aquifer,36.58522611,-90.17806655,315,3665690,RECIRCULATING TOWER,NGCC,GW,FR,0.37,0.26,0.24,0.65,0.26,0.28,"457,571"
7605,River Road Gen Plant,Clark,WA,Wells,45.6497,-122.7256,35,,RECIRCULATING TOWER,NGCC,GW,FR,1.33,0.95,0.86,2.43,0.93,1.03,"1,812,488"
7697,Washington County Cogeneration Facility,Washington,AL,City Water,31.262267,-88.004022,38,21642346,RECIRCULATING TOWER,NGCC,-nr-,-nr-,1.04,0.74,0.68,1.82,0.74,0.77,"833,574"
7698,General Electric Plastic,Lowndes,AL,City Water,32.30863,-86.521758,230,21682262,RECIRCULATING TOWER,NGCC,-nr-,-nr-,0.97,0.69,0.63,1.71,0.68,0.72,"539,838"
7699,Tiger Bay,Polk,FL,Cooling Towers,27.74274236,-81.84970152,156,16801687,RECIRCULATING TOWER,NGCC,GW,FR,1.12,0.8,0.73,1.97,0.79,0.84,"1,129,710"
7701,Fairless Hills,Bucks,PA,Delaware River,40.140549,-74.75054,9,4481815,ONCE-THROUGH FRESH,GAS STEAM,SW,FR,33.2,0.36,14.9,258,0.28,0.44,"257,192"
7710,H Allen Franklin Combined Cycle,Lee,AL,Chattahoochee River,32.60741397,-85.09719316,530,3298156,RECIRCULATING TOWER,NGCC,SW,FR,7.95,5.68,5.19,14,5.63,5.95,"10,743,084"
7721,Theodore Cogen Facility,Mobile,AL,Deer River,30.523144,-88.135522,27,18515694,RECIRCULATING TOWER,NGCC,SW,-nr-,1.04,0.75,0.68,1.83,0.74,0.77,"1,484,992"
7722,Watts Bar Nuclear Plant,Rhea,TN,Chickamauga Lake,35.60235584,-84.78890293,740,25308906,RECIRCULATING TOWER,NUCLEAR,SW,FR,18.6,13.3,12,32.9,13,13.9,"8,449,150"
7737,Kapstone,Charleston,SC,Edisto River,32.9,-79.96666667,22,9645887,COMPLEX,COMPLEX,SW,-nr-,3.03,0.74,0.69,320,0.44,0.78,"536,196"
7757,Chouteau,Mayes,OK,Neosho River,36.22210932,-95.27727834,600,21772931,RECIRCULATING TOWER,NGCC,SW,FR,2.73,1.95,1.76,4.89,1.91,2.07,"3,712,479"
7784,Allegany Cogen,Allegany,NY,Genesee River,42.50292395,-78.06834862,1160,15550635,COMPLEX,NGCC,SW,FR,0.34,0.07,0.07,36.9,0.04,0.08,"106,333"
7790,Bonanza,Uintah,UT,Green River,40.08644922,-109.2862346,5040,5305816,RECIRCULATING TOWER,COAL,SW,FR,5.87,4.19,3.7,11.1,4.01,4.7,"3,406,721"
7805,Sherwood H Smith Jr Energy Complex,Richmond,NC,Pee Dee River,34.83975871,-79.74020322,320,9167570,RECIRCULATING TOWER,NGCC,SW,FR,5.81,4.15,3.76,10.3,4.08,4.38,"8,397,524"
7826,Rowan,Rowan,NC,Municipality,35.73083038,-80.60133487,735,9236175,RECIRCULATING TOWER,NGCC,-nr-,-nr-,1.84,1.32,1.19,3.28,1.29,1.39,"2,649,936"
7832,Roosevelt Biogas 1,Klickitat,WA,Wells,45.801549,-120.167176,1459,,RECIRCULATING TOWER,NGCC,-nr-,-nr-,0.27,0.19,0.17,0.5,0.18,0.21,"154,259"
7834,John S Rainey,Anderson,SC,Lake Richard B  Russell,34.34777692,-82.7762051,600,11735583,RECIRCULATING TOWER,NGCC,SW,FR,2.79,1.99,1.8,5.07,1.95,2.15,"3,709,738"
7845,Lagoon Creek,Haywood,TN,Memphis Sands Aquifer,35.649807,-89.392146,310,14073428,RECIRCULATING TOWER,NGCC,GW,FR,2.47,1.76,1.59,4.39,1.73,1.86,"3,171,240"
7846,Brandy Branch,Duval,FL,Ground Water,30.32027584,-81.94788702,80,18259785,RECIRCULATING TOWER,NGCC,GW,FR,3,2.14,1.96,5.28,2.13,2.24,"3,977,665"
7870,Encogen,Whatcom,WA,Lake Whatcom,48.74805556,-122.4841667,15,24534404,RECIRCULATING TOWER,NGCC,SW,FR,0.37,0.26,0.24,0.67,0.26,0.28,"300,298"
7873,H L Culbreath Bayside Power Station,Hillsborough,FL,Hillsborough Bay,27.90719805,-82.42228573,1,16919040,ONCE-THROUGH SALINE,NGCC,SW,SA,351,0,276,690,0,0,"8,916,431"
7887,Terry Bundy Generating Station,Lancaster,NE,Effluent,40.90959996,-96.61309295,1164,17405525,RECIRCULATING TOWER,NGCC,-nr-,-nr-,0.04,0.03,0.03,0.07,0.03,0.03,"31,658"
7897,E B Harris Electric Generating Plant,Autauga,AL,Alabama River,32.38135556,-86.57413778,170,21686546,RECIRCULATING TOWER,NGCC,SW,FR,5.6,4,3.66,9.91,3.96,4.2,"7,433,315"
7900,Sand Hill,Travis,TX,Colorado River/ SA Reg WWTP,30.21091251,-97.61275269,430,5781929,RECIRCULATING TOWER,NGCC,SW,FR,1.27,0.91,0.82,2.25,0.89,0.95,"1,323,828"
7902,Pirkey,Harrison,TX,Brandy Branch Reserv,32.4610593,-94.48515139,350,5279818,RECIRCULATING POND,COAL,SW,FR,3.99,3.99,2.99,4.98,2.99,4.98,"4,583,206"
7917,Chattahoochee Energy Facility,Heard,GA,Chattahoochee River,33.40734433,-85.03844258,750,3291908,RECIRCULATING TOWER,NGCC,SW,FR,2.05,1.46,1.33,3.64,1.44,1.54,"2,825,731"
7931,Coyote Springs II,Morrow,OR,Municipality,45.84845123,-119.6731446,280,24233028,RECIRCULATING TOWER,NGCC,GW,FR,1.28,0.91,0.8,2.42,0.87,1.02,"1,891,951"
7946,Wansley Unit 9,Heard,GA,Chattahoochee River,33.40829167,-85.04018889,750,3291908,RECIRCULATING TOWER,NGCC,SW,FR,2.06,1.47,1.34,3.63,1.45,1.54,"2,701,206"
7985,Greater Des Moines,Polk,IA,Municipality,41.55548995,-93.52774071,775,22249409,RECIRCULATING TOWER,NGCC,OT,FR,0.19,0.14,0.13,0.33,0.14,0.14,"176,418"
7991,West Campus Cogeneration Facility,Dane,WI,Lake Mendota,43.074903,-89.423839,863,13294310,RECIRCULATING TOWER,NGCC,SW,FR,0.34,0.24,0.21,0.61,0.23,0.26,"216,746"
7999,Grays Harbor Energy Facility,Grays Harbor,WA,Ranney Wells,46.96887,-123.480363,300,23856621,RECIRCULATING TOWER,NGCC,GW,FR,2.41,1.72,1.55,4.36,1.69,1.85,"3,005,284"
8000,Beatrice,Gage,NE,Wells,40.33013982,-96.80872996,1352,18821952,RECIRCULATING TOWER,NGCC,GW,-nr-,0.21,0.15,0.14,0.37,0.15,0.16,"183,712"
8002,Newington,Rockingham,NH,Piscataqua River,43.0995635,-70.79118269,27,5846408,ONCE-THROUGH SALINE,COMPLEX,SW,SA,13.2,0,11.6,29,0,0,"120,123"
8006,Roseton Generating Facility,Orange,NY,Hudson River,41.57128355,-73.97450638,30,6212808,ONCE-THROUGH SALINE,COMPLEX,SW,SA,46,0,39.3,98.2,0,0,"478,032"
8011,Three Mile Island,Dauphin,PA,Susquehanna River,40.15387357,-76.72515491,305,4710042,RECIRCULATING TOWER,NUCLEAR,SW,FR,14.2,10.1,9.01,25.7,9.77,10.9,"6,598,041"
8023,Columbia (WI),Columbia,WI,Wisconsin River,43.48609672,-89.41975981,804,13633689,COMPLEX,COAL,SW,FR,218,5.32,5.51,3200,3.86,6.49,"4,859,658"
8031,Emery Station,Cerro Gordo,IA,Municipality/Wells,43.0943599,-93.29318583,1188,6566555,RECIRCULATING TOWER,NGCC,PD,BE,1.1,0.79,0.7,1.93,0.76,0.82,"1,747,510"
8036,Cooper Nuclear Station,Nemaha,NE,Missouri River,40.36245215,-95.64160231,905,3702488,ONCE-THROUGH FRESH,NUCLEAR,SW,FR,640,7.63,288,4980,5.95,9.31,"6,800,771"
8042,Belews Creek,Stokes,NC,Belews Lake,36.28172824,-80.05937043,724,8679999,ONCE-THROUGH FRESH,COAL,SW,FR,944,10.5,431,6980,8.21,12.8,"12,498,933"
8048,Anclote,Pasco,FL,Anclote River,28.18411654,-82.7881427,3,16933174,ONCE-THROUGH SALINE,GAS STEAM,SW,SA,292,0,227,569,0,0,"2,723,353"
8054,Gerald Andrus,Washington,MS,Lake Ferguson,33.35020473,-91.11859581,150,18057726,ONCE-THROUGH FRESH,GAS STEAM,SW,FR,46.8,0.73,21,370,0.57,0.9,"513,619"
8055,Arkansas Nuclear One,Pope,AR,Lake Dardenelle,35.3100964,-93.23166981,360,7771753,COMPLEX,NUCLEAR,SW,FR,611,19.3,10.4,4670,6.13,22.7,"13,837,794"
8056,Waterford 1 & 2,St Charles,LA,Mississippi River,29.99887388,-90.47690086,12,22363775,ONCE-THROUGH FRESH,GAS STEAM,SW,FR,110,1.47,49.5,864,1.15,1.79,"1,332,783"
8059,Comanche (OK),Comanche,OK,City Of Lawton Treat,34.54354872,-98.32478095,1115,673480,RECIRCULATING POND,NGCC,PD,BE,0.64,0.64,0.58,0.69,0.58,0.69,"363,326"
8066,Jim Bridger,Sweetwater,WY,Green River,41.73727725,-108.7869257,6670,3387697,RECIRCULATING TOWER,COAL,SW,FR,24.4,17.5,15.4,45.7,16.6,19.4,"13,439,341"
8068,Santan,Maricopa,AZ,Eastern Canal (SRP),33.33342486,-111.7517134,1260,21270494,RECIRCULATING TOWER,NGCC,SW,FR,3.35,2.39,2.13,6.87,2.31,2.91,"3,521,463"
8069,Huntington,Emery,UT,Huntington Creek,39.37921497,-111.079484,6460,4876411,RECIRCULATING TOWER,COAL,SW,FR,11.3,8.08,7.04,21.9,7.63,9.26,"5,988,318"
8073,Beaver,Columbia,OR,Columbia River,46.17390911,-123.1744216,13,24521190,RECIRCULATING TOWER,NGCC,SW,FR,0.5,0.36,0.33,0.92,0.35,0.39,"308,269"
8102,General James M Gavin,Gallia,OH,Ohio River,38.93542602,-82.11746527,567,19443465,RECIRCULATING TOWER,COAL,SW,FR,23.1,16.5,14.7,41.3,15.9,17.5,"14,171,621"
8219,Ray D Nixon,El Paso,CO,Wells,38.6335018,-104.7062599,5490,1530429,RECIRCULATING TOWER,COAL,GW,FR,2.65,1.89,1.67,4.98,1.81,2.11,"1,551,911"
8222,Coyote,Mercer,ND,Missouri River,47.22183326,-101.8158916,1960,16249845,RECIRCULATING TOWER,COAL,SW,FR,3.78,2.7,2.4,6.93,2.61,2.94,"1,921,138"
8223,Springerville,Apache,AZ,Wells,34.31787821,-109.1643565,6985,21762216,RECIRCULATING TOWER,COAL,GW,FR,19.6,14,12.3,37.7,13.3,16,"10,047,182"
8224,North Valmy,Humboldt,NV,Wells,40.88070376,-117.1526812,4460,11202846,RECIRCULATING TOWER,COAL,GW,FR,3.17,2.26,1.98,6.08,2.15,2.58,"1,425,257"
8226,Cheswick Power Plant,Allegheny,PA,Allegheny River,40.5382441,-79.79002367,757,11050038,COMPLEX,COAL,SW,FR,165,1.96,2.51,1300,1.52,3.04,"1,940,463"
8906,Astoria Generating Station,Queens,NY,East River,40.78744247,-73.91291275,10,26408402,ONCE-THROUGH SALINE,GAS STEAM,SW,SA,98.6,0,82.4,206,0,0,"905,529"
8907,Indian Point 3,Westchester,NY,Hudson River,41.26905811,-73.95301881,55,6229110,ONCE-THROUGH SALINE,NUCLEAR,SW,SA,839,0,701,1750,0,0,"7,609,292"
10003,Colorado Energy Nations Company,Jefferson,CO,Clear Creek,39.76055556,-105.215,5636,2885146,RECIRCULATING TOWER,COMPLEX,SW,FR,1.38,0.99,0.88,2.58,0.95,1.09,"172,431"
10012,Covanta Warren Energy,Warren,NJ,Wells,40.82044125,-75.01122112,581,2587869,RECIRCULATING TOWER,BIOMASS,GW,FR,0.28,0.2,0.18,0.51,0.19,0.21,"74,260"
10013,Covanta Hennepin Energy,Hennepin,MN,Minneapolis Utilities,44.983294,-93.28028821,820,1104332,RECIRCULATING TOWER,BIOMASS,-nr-,-nr-,0.62,0.44,0.39,1.11,0.42,0.47,"182,418"
10030,NRG Energy Center Dover,Kent,DE,Wells,39.150106,-75.545453,40,8074674,RECIRCULATING TOWER,NGCC,GW,-nr-,0.23,0.17,0.15,0.41,0.17,0.18,"236,919"
10034,Gilroy Power Plant,Santa Clara,CA,Reclaimed SCWRA water,37.000414,-121.536828,176,17661685,RECIRCULATING TOWER,NGCC,GW,-nr-,0.15,0.11,0.1,0.29,0.1,0.12,"138,224"
10043,Logan Generating Company LP,Gloucester,NJ,Delaware River,39.792379,-75.407174,9,4496362,RECIRCULATING TOWER,COAL,SW,FR,1.03,0.74,0.66,1.84,0.71,0.78,"577,780"
10052,Fairhaven Power,Humboldt,CA,Municipality,40.79975116,-124.2029918,24,8317475,RECIRCULATING TOWER,BIOMASS,-nr-,-nr-,0.34,0.24,0.22,0.58,0.24,0.25,"119,446"
10062,Miami Dade County Resource Recovery Fac,Miami Dade,FL,Wells,25.83639845,-80.35695805,3,83882,RECIRCULATING TOWER,BIOMASS,GW,-nr-,1.99,1.42,1.3,3.51,1.41,1.49,"349,126"
10071,Portsmouth Genco LLC,Portsmouth City,VA,Wells,36.87019669,-76.3523477,12,10055506,RECIRCULATING TOWER,COAL,GW,SA,0.17,0.12,0.11,0.31,0.12,0.13,"65,740"
10075,Taconite Harbor Energy Center,Cook,MN,Lake Superior,47.5309063,-90.91138041,633,4799824,ONCE-THROUGH FRESH,COAL,SW,FR,102,0.84,46.3,772,0.65,1.02,"1,051,950"
10090,Commerce Refuse To Energy,Los Angeles,CA,Municipality,33.99495385,-118.1540157,142,22518268,RECIRCULATING TOWER,BIOMASS,-nr-,-nr-,0.27,0.19,0.18,0.5,0.19,0.21,"80,957"
10099,Pedricktown Cogeneration Company LP,Salem,NJ,Oswegatchie,39.764772,-75.422531,14,24903440,RECIRCULATING TOWER,NGCC,SW,FR,0.3,0.21,0.2,0.53,0.21,0.22,"268,888"
10113,John B Rich Memorial Power Station,Schuylkill,PA,Mine Shaft,40.79027778,-76.19833333,1693,4518634,RECIRCULATING TOWER,COAL,-nr-,-nr-,0.33,0.24,0.21,0.61,0.23,0.26,"631,819"
10118,Harrisburg Facility,Dauphin,PA,Harrisburg POTW,40.24420724,-76.85395625,375,4709834,RECIRCULATING TOWER,BIOMASS,-nr-,-nr-,0.53,0.38,0.34,0.96,0.37,0.41,"115,534"
10143,Colver Power Project,Cambria,PA,Vetera Reservoir,40.55092,-78.8023,1896,4751592,RECIRCULATING TOWER,COAL,SW,FR,1.56,1.11,1,2.8,1.09,1.19,"829,279"
10148,White Pine Electric Power,Ontonagon,MI,Lake Superior,46.76407864,-89.56765502,869,6789533,ONCE-THROUGH FRESH,GAS STEAM,SW,-nr-,0.82,0.01,0.37,6.19,0.01,0.01,"5,848"
10151,Grant Town Power Plant,Marion,WV,Monongahela River,39.56199821,-80.16293061,1262,3769488,RECIRCULATING TOWER,COAL,SW,FR,1.42,1.01,0.9,2.58,0.98,1.09,"515,588"
10156,Fresno Cogen Partners,Fresno,CA,Well,36.616933,-120.099478,189,17136404,RECIRCULATING TOWER,NGCC,GW,-nr-,0.02,0.02,0.01,0.04,0.01,0.02,"14,239"
10168,Cardinal Cogen,Santa Clara,CA,Municipality,37.429848,-122.176284,100,,RECIRCULATING TOWER,NGCC,-nr-,-nr-,0.14,0.1,0.09,0.24,0.1,0.1,"90,622"
10169,Carson Cogeneration,Los Angeles,CA,Municipality,33.875932,-118.249331,116,20366297,RECIRCULATING TOWER,NGCC,-nr-,-nr-,0.06,0.04,0.04,0.11,0.04,0.05,"33,199"
10190,Castleton Energy Center,Rensselaer,NY,Moordener Kill,42.53956461,-73.74531198,14,6186116,RECIRCULATING TOWER,NGCC,GW & SW,FR,0.33,0.24,0.22,0.6,0.23,0.25,"283,835"
10250,Bay County Waste to Energy,Bay,FL,Well,30.26567699,-85.52103601,58,2178635,RECIRCULATING TOWER,BIOMASS,GW,FR,0.28,0.2,0.18,0.49,0.2,0.21,"54,746"
10294,King City Power Plant,MONTEREY,CA,Well Water,36.225339,-121.127617,342,8203515,RECIRCULATING TOWER,NGCC,GW,-nr-,0.5,0.35,0.32,0.93,0.35,0.39,"441,613"
10300,Desert View Power,Riverside,CA,Wells,33.58634433,-116.0878751,-175,22594827,RECIRCULATING TOWER,BIOMASS,GW,-nr-,1.11,0.79,0.68,2.22,0.74,0.94,"323,076"
10333,Florida Power Development,Hernando,FL,Wells,28.58194444,-82.43111111,185,16949480,RECIRCULATING POND,BIOMASS,SW,FR,0.67,0.67,0.51,0.83,0.51,0.83,"203,917"
10342,Foster Wheeler Martinez,Contra Costa,CA,Wells,38.02444444,-122.0588889,11,2785403,RECIRCULATING TOWER,NGCC,GW,-nr-,0.68,0.48,0.44,1.22,0.48,0.52,"742,361"
10343,Foster Wheeler Mt Carmel Cogen,Northumberland,PA,Consumers Pa Water Co,40.80916667,-76.45388889,1401,4517604,RECIRCULATING TOWER,COAL,-nr-,-nr-,0.58,0.42,0.37,1.06,0.4,0.45,"294,021"
10346,Hillman Power LLC,Montmorency,MI,Village Of Hillman,45.06876019,-83.89312081,746,12960269,RECIRCULATING TOWER,BIOMASS,-nr-,-nr-,0.24,0.17,0.15,0.43,0.17,0.18,"133,184"
